,h3_9,age_20,age_20_30,age_30_40,age_40_60,age_60,male,female,car_owners,carsharing_user,not_citizen_rf,public_trnsprt_user,healthy_food_inter,salary_1,salary_2,salary_3,salary_4,salary_5
10743,891106a022bffff,0,1,2,0,0,1,2,3,0,2,0,0,0,0,1,2,0
10744,891106ba11bffff,1,7,43,30,8,66,24,28,19,59,0,8,21,15,11,8,3
10745,8911321b5bbffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
10746,8911060642fffff,0,5,104,67,45,126,97,61,54,88,0,2,42,26,71,62,2
10747,89111c4744fffff,0,1,0,0,2,1,2,0,0,1,0,0,2,0,0,0,0
10748,8911aa6d683ffff,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0
10749,8911aa615b7ffff,0,1,2,0,1,3,2,2,2,3,0,0,3,1,0,1,0
10750,892d56a8937ffff,0,0,1,3,0,6,1,4,0,1,1,0,0,0,1,3,0
10751,892d5610db7ffff,0,0,1,0,1,4,1,1,0,0,0,0,0,2,0,0,0
10752,891106a0843ffff,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
10753,891104810a3ffff,0,31,65,29,57,136,80,84,10,103,1,5,68,53,29,9,6
10754,8911060082bffff,154,17,258,446,108,702,338,458,188,450,215,6,238,207,104,203,80
10755,8911061495bffff,0,0,7,19,4,16,16,10,1,21,0,0,18,12,0,1,1
10756,890b9a7433bffff,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
10757,89110615ab3ffff,0,0,5,10,1,1,15,14,9,6,0,0,6,1,0,9,0
10758,8910f1ad2b3ffff,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
10759,89110601087ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
10760,8911048b43bffff,3,0,11,9,3,14,15,7,3,16,0,0,7,12,4,1,1
10761,8911061098bffff,0,7,11,32,3,29,33,10,3,14,0,0,28,18,2,1,3
10762,8911aa78aafffff,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0
10763,89110612943ffff,0,2,0,45,13,24,67,50,30,53,0,0,41,2,13,0,1
10764,89110429d5bffff,0,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
10765,891106ba38fffff,0,26,61,19,6,100,16,47,4,13,0,1,15,85,3,1,2
10766,891f7352d53ffff,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,2,0
10767,8911068f0afffff,0,0,3,0,1,3,1,1,0,2,0,0,2,1,0,0,0
10768,892d45c309bffff,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0
10769,891104d5617ffff,0,29,9,261,3,232,104,145,3,214,0,0,47,33,141,7,1
10770,8911226412bffff,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
10771,8911068e647ffff,0,55,63,84,0,85,120,80,28,144,1,1,51,40,44,27,6
10772,892d5617387ffff,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,1,0
10773,891106d15b3ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10774,891106ab313ffff,0,4,7,3,1,11,4,1,1,11,0,0,5,5,0,0,1
10775,89110605517ffff,0,3,4,25,5,18,19,14,13,21,0,0,10,14,9,1,1
10776,89110674ba7ffff,0,1,1,1,2,2,3,3,0,4,0,0,3,1,0,1,0
10777,8911060708bffff,0,0,0,2,12,14,0,4,0,2,0,0,13,0,0,1,0
10778,8910f1a4503ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10779,8911061698fffff,0,12,42,36,26,93,59,24,7,58,4,0,24,16,28,24,0
10780,891106a9c63ffff,6,185,229,264,21,407,304,202,91,361,0,87,173,190,21,13,85
10781,89110605467ffff,0,15,48,153,6,163,66,104,33,145,0,0,24,11,34,71,79
10782,892d5612bafffff,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0
10783,89110604543ffff,0,62,160,90,51,224,146,157,76,225,22,2,82,109,92,15,34
10784,892d4156563ffff,0,0,0,0,7,0,7,7,0,0,0,0,0,7,0,0,0
10785,89111cc29dbffff,0,64,56,102,13,118,118,58,23,183,0,0,71,18,69,12,50
10786,890bb07ad93ffff,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
10787,891106c4337ffff,0,0,0,3,0,3,0,2,0,0,0,0,3,0,0,0,0
10788,890a91cd66fffff,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0
10789,8911067081bffff,4,2,0,4,7,5,12,6,0,12,1,1,8,1,0,2,6
10790,8911061951bffff,0,1,130,134,24,188,103,151,78,69,44,30,80,16,25,126,11
10791,89110481007ffff,0,3,7,6,5,15,8,13,6,15,0,0,4,4,7,4,1
10792,891106aa0cfffff,0,1,0,1,1,2,1,0,0,3,0,0,1,0,1,0,0
10793,891106a9813ffff,0,0,7,6,26,21,20,2,0,19,0,5,29,2,1,5,0
10794,8911aa625b3ffff,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
10795,891106ab56fffff,0,0,1,14,0,10,6,5,2,2,0,0,13,0,3,0,0
10796,891106172cfffff,0,2,5,0,0,5,2,1,0,5,0,0,0,4,0,1,0
10797,8911aa76967ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
10798,891102356cfffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10799,891106a9143ffff,0,2,67,53,2,102,39,67,2,85,1,0,15,3,53,20,17
10800,891106b1cbbffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10801,892d5467327ffff,0,1,1,0,6,1,7,7,1,1,0,0,0,6,0,1,1
10802,89110656943ffff,0,0,1,2,1,4,1,1,1,3,1,0,1,1,1,0,0
10803,890bb04f017ffff,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0
10804,8911048e0d7ffff,0,0,0,2,0,1,2,1,0,1,0,0,2,1,0,0,0
10805,8911aa72167ffff,0,0,0,3,0,1,3,3,0,3,0,0,1,0,0,0,3
10806,8910a8824a3ffff,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0
10807,891181b4c43ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10808,891106ae4c7ffff,0,0,0,5,0,5,0,0,0,0,0,0,0,0,5,0,0
10809,892d729262fffff,0,0,11,47,1,16,43,0,0,0,0,0,1,0,47,0,0
10810,8911060402fffff,0,0,5,2,0,6,3,0,0,5,0,0,2,0,0,5,0
10811,891106028bbffff,0,0,0,5,1,5,1,1,0,4,0,0,3,1,0,0,0
10812,8911061102fffff,0,0,0,7,0,5,3,1,1,5,0,1,0,0,0,4,1
10813,8911035662fffff,0,46,64,59,33,77,143,183,107,77,0,0,78,1,72,21,44
10814,891181b510bffff,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
10815,89118c0f59bffff,0,0,0,20,0,20,0,20,20,20,0,0,20,0,0,0,0
10816,892d7309847ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10817,891106ab187ffff,0,10,0,1,0,1,10,0,0,11,0,0,1,0,0,0,0
10818,8911068919bffff,0,0,1,6,0,7,0,7,7,7,0,0,1,0,6,0,0
10819,89110611c2bffff,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
10820,892d0924803ffff,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
10821,8911aa4c503ffff,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
10822,8911234d3c3ffff,0,1,0,4,0,4,2,2,0,2,0,0,2,1,1,0,0
10823,8911060c367ffff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
10824,891106426bbffff,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,3
10825,89110608543ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10826,891106a8edbffff,0,0,1,5,0,4,3,1,1,3,0,0,4,0,0,1,0
10827,891106a8377ffff,0,1,17,23,11,27,25,28,9,21,1,0,15,12,11,4,9
10828,89111542a33ffff,0,0,0,1,19,3,20,4,3,0,3,0,20,0,0,0,3
10829,890b9a39267ffff,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0
10830,8911060199bffff,0,0,1,2,0,4,0,1,0,0,0,0,1,0,0,1,0
10831,89110606cc3ffff,0,0,0,4,0,2,2,0,0,4,0,0,4,0,0,0,0
10832,891104d112fffff,0,0,0,3,1,0,4,3,0,0,0,0,3,1,0,0,0
10833,89110615643ffff,3,24,38,138,15,167,109,58,8,157,4,0,85,69,57,12,10
10834,891106a867bffff,0,0,4,3,0,3,4,1,0,0,1,0,3,3,1,0,0
10835,892d5422c2fffff,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
10836,89111cd5b5bffff,0,0,1,0,0,3,0,0,0,1,0,0,0,1,1,0,0
10837,891102051b3ffff,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10838,89110608517ffff,1,7,81,66,160,198,125,91,70,67,5,5,176,26,9,7,27
10839,8911aa6841bffff,0,6,0,0,0,7,0,0,0,6,0,0,7,0,0,0,0
10840,892d45cc3b7ffff,0,0,2,0,2,3,2,0,0,1,0,0,1,3,0,0,0
10841,891106708a7ffff,0,2,0,2,0,4,0,2,0,4,0,0,4,0,0,0,0
10842,89110631367ffff,0,1,12,20,0,8,27,10,4,26,17,14,7,20,0,0,6
10843,891106070cfffff,0,0,2,4,4,9,5,5,1,3,1,0,6,2,2,1,0
10844,8910a9d9a87ffff,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
10845,8911aa69c57ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10846,891106043c3ffff,0,186,347,302,208,684,511,493,158,512,10,72,319,147,225,142,197
10847,891106a928fffff,0,0,5,1,6,8,4,5,3,3,0,2,2,9,1,0,0
10848,891106040d7ffff,0,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0
10849,8911338c81bffff,0,17,17,17,45,69,27,42,8,26,0,0,27,34,0,0,0
10850,891106a8183ffff,0,3,15,7,13,12,26,12,5,18,0,0,15,7,11,2,0
10851,8911065649bffff,2,4,0,0,0,0,6,6,2,0,0,0,0,0,6,0,0
10852,8911060c203ffff,1,13,322,219,8,373,611,393,124,227,0,0,253,184,76,100,0
10853,89110458b47ffff,0,0,2,1,0,1,2,2,0,3,0,0,0,0,2,1,0
10854,8911332706bffff,0,18,68,33,2,66,55,75,13,97,0,0,30,8,30,4,16
10855,8911aa4de83ffff,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
10856,890a91cd00fffff,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0
10857,89110685557ffff,0,1,3,5,6,6,9,5,4,4,0,0,7,1,5,0,0
10858,891106066abffff,0,20,49,74,30,95,100,81,21,79,7,4,60,25,19,30,14
10859,891106a8697ffff,0,0,4,9,0,8,5,3,0,5,0,0,4,0,2,0,2
10860,891106c2b93ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10861,892d568e18bffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
10862,891104b2cd3ffff,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
10863,89111099d87ffff,0,0,0,6,0,8,2,0,0,6,0,0,0,1,2,0,0
10864,89110609a87ffff,0,103,54,49,23,126,118,103,65,138,19,0,13,91,30,29,1
10865,89110622e73ffff,0,65,16,300,22,164,241,268,86,179,23,11,148,65,59,32,44
10866,8911312858fffff,0,0,0,10,0,8,2,5,1,7,0,0,0,6,2,0,1
10867,891181a6d0fffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
10868,891106a99cfffff,3,229,457,216,40,735,252,395,133,659,142,0,269,103,132,155,280
10869,891106aa327ffff,0,2,15,1,14,23,9,15,0,6,0,0,12,12,7,1,0
10870,8911060d097ffff,0,1,11,15,8,21,15,6,7,15,0,1,11,6,5,1,2
10871,891106a9b8fffff,2,0,2,2,10,13,3,9,4,13,0,0,9,0,0,2,4
10872,891106a11bbffff,19,83,148,173,42,301,192,148,71,293,36,45,70,117,26,53,102
10873,8911aa79043ffff,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10874,89110607517ffff,0,4,3,2,0,1,8,6,5,2,4,0,0,0,1,3,4
10875,891181b4c83ffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
10876,89119142db7ffff,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0
10877,89110610dabffff,0,73,198,282,13,504,138,214,149,279,0,0,69,143,79,20,120
10878,8911060636bffff,0,5,47,100,77,203,100,89,46,93,8,18,99,77,37,34,30
10879,89113320903ffff,0,1,0,1,1,3,0,1,0,2,0,0,2,0,0,1,0
10880,891106a8e27ffff,0,6,1,6,0,11,2,5,1,8,5,0,1,2,6,0,3
10881,8911aa6a397ffff,0,0,1,1,0,2,0,0,0,2,0,0,0,0,1,0,0
10882,891012ce12fffff,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
10883,8911aa6c62fffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10884,8911aa620bbffff,0,25,0,0,0,25,0,25,0,25,0,0,0,0,25,0,0
10885,892d704b693ffff,0,0,0,3,13,2,14,1,0,3,0,0,13,3,0,0,0
10886,8911aa6f60fffff,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
10887,89110678187ffff,0,0,0,4,0,0,4,0,0,4,0,0,1,0,3,0,0
10888,8911aa62527ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10889,8911060a8a3ffff,0,1,3,5,1,4,6,5,1,5,0,0,5,0,0,1,4
10890,8911068f147ffff,0,67,154,153,30,219,188,49,24,97,3,2,110,77,101,18,6
10891,891106a81cbffff,0,4,24,5,30,10,55,18,12,34,0,0,28,0,24,1,9
10892,89110291eabffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10893,89110230ba3ffff,0,0,0,2,1,2,1,0,0,1,0,0,3,0,0,0,0
10894,8911aa7a963ffff,0,1,0,0,1,0,3,2,3,1,2,1,0,0,1,2,0
10895,891034b23dbffff,0,0,2,0,1,2,1,2,0,1,0,0,2,0,0,1,0
10896,891104c181bffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10897,89110670c9bffff,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,1
10898,8911046943bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
10899,891106100d3ffff,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0
10900,891106b9e47ffff,0,0,12,8,0,14,6,12,7,16,7,0,1,0,5,5,7
10901,891106b9e1bffff,2,63,101,48,50,214,77,73,30,194,27,1,23,23,86,47,35
10902,89118e5496fffff,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0
10903,8910a80c847ffff,0,0,2,0,0,0,2,2,2,0,0,0,0,0,2,0,0
10904,890bb1c4697ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10905,891106a8c0fffff,0,213,227,290,80,743,145,326,98,500,6,10,180,19,231,72,8
10906,8911060421bffff,0,2,31,51,16,53,49,33,24,68,0,0,22,1,22,7,5
10907,8910f1a432fffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
10908,89110602957ffff,0,5,118,91,157,150,235,167,45,171,2,3,150,104,62,42,15
10909,891106ab62bffff,0,1,0,1,0,1,1,1,1,2,0,0,1,0,0,0,0
10910,891106a9047ffff,0,3,6,13,1,13,10,11,4,10,0,0,8,3,9,0,0
10911,8911aa78a3bffff,0,0,33,0,0,1,32,31,0,2,0,0,30,0,0,3,0
10912,89113371dc3ffff,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
10913,8911044ae93ffff,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
10914,891106042b7ffff,0,7,21,9,5,26,19,8,3,19,0,3,6,6,2,14,10
10915,892d45cd233ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10916,8910b0ac967ffff,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
10917,89108ecb223ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
10918,89110600d4fffff,0,0,7,21,1,22,9,10,2,15,1,0,6,2,6,2,2
10919,8911aa70c33ffff,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0
10920,89110602a67ffff,0,9,32,40,79,97,73,109,9,112,24,0,46,87,4,4,13
10921,89110616977ffff,25,10,100,230,51,172,249,129,42,168,37,0,97,51,3,136,40
10922,89110671c7bffff,0,2,20,7,0,9,22,3,2,25,0,0,10,0,1,16,0
10923,89110612083ffff,0,0,0,2,0,0,2,2,2,2,2,0,2,0,0,0,0
10924,8911321829bffff,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10925,891110d616fffff,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10926,8911a5b13b3ffff,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,0
10927,891106ab68bffff,0,0,4,2,0,1,5,0,2,5,2,2,0,2,3,0,0
10928,8911060293bffff,0,0,4,16,9,15,20,15,3,11,2,2,9,8,3,7,2
10929,89110615d27ffff,0,0,4,10,5,10,9,0,0,17,0,0,6,4,0,0,0
10930,891106aa173ffff,0,0,17,6,1,7,17,22,0,17,1,1,2,4,0,17,0
10931,891106158bbffff,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10932,8911812490fffff,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,49
10933,8911060285bffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,89110678e0bffff,0,0,0,9,0,0,9,9,0,9,0,0,9,0,0,0,0
10935,89119ed8663ffff,0,0,0,1,2,3,0,0,0,2,0,1,2,0,1,0,0
10936,8911807491bffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10937,8911060422bffff,1,100,177,299,158,330,516,306,46,467,102,11,237,131,172,69,52
10938,8911acac953ffff,0,1,3,0,0,4,0,2,1,4,0,0,0,0,1,1,0
10939,8910f13234bffff,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
10940,89118574577ffff,0,0,0,21,0,21,0,21,0,21,0,0,0,0,0,21,0
10941,89110632567ffff,0,0,0,0,2,0,2,2,0,2,0,0,2,0,0,0,0
10942,8911068d03bffff,0,0,15,55,8,45,33,7,7,60,0,0,10,21,26,4,0
10943,892d545a48bffff,0,2,21,1,1,19,6,2,5,4,0,0,18,0,5,0,0
10944,8911a8c7587ffff,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
10945,8911936e803ffff,0,0,11,0,0,11,0,0,0,0,0,0,0,11,0,0,0
10946,891008a827bffff,0,9,5,0,0,14,0,14,9,5,0,0,0,0,14,0,0
10947,8911060415bffff,0,0,1,3,0,2,4,1,0,2,0,0,1,1,0,1,0
10948,89110615eb7ffff,0,24,15,71,21,84,47,17,16,54,0,0,1,55,17,0,1
10949,8911aa75683ffff,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
10950,8910d9a4423ffff,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
10951,89118ccb66bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10952,891106c6b13ffff,0,0,0,18,7,2,23,9,4,14,3,3,7,0,14,0,3
10953,8910d9b455bffff,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
10954,89110610e2bffff,0,1,1,0,0,1,1,1,0,2,0,0,0,2,0,0,0
10955,89110606917ffff,0,1,0,0,1,2,0,2,1,0,0,0,1,1,0,0,0
10956,891188b65dbffff,0,0,0,8,0,0,8,8,0,8,0,0,8,0,0,0,0
10957,89110606463ffff,0,18,135,84,67,154,161,103,7,224,1,26,112,72,34,24,41
10958,890b80db48bffff,0,0,0,0,7,7,0,0,0,0,0,0,7,0,0,0,0
10959,8911068197bffff,0,1,4,5,0,8,5,1,1,6,0,0,1,2,1,2,1
10960,892d5612b0fffff,0,1,3,3,1,4,5,0,2,4,0,0,2,1,2,3,0
10961,89110456b5bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10962,8910dc9300bffff,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
10963,891165aae73ffff,0,0,0,2,0,3,0,1,1,2,0,0,2,0,0,0,0
10964,89110632623ffff,0,6,233,181,290,407,366,163,53,257,7,0,206,197,111,60,37
10965,8911aaaecc7ffff,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0
10966,89111542a03ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
10967,891106a9dbbffff,24,101,256,553,230,701,571,441,147,653,9,31,452,265,88,80,79
10968,891071062a7ffff,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
10969,89110601507ffff,8,127,69,197,33,179,260,91,31,346,2,2,204,95,7,12,31
10970,8910d9b5ca7ffff,0,0,0,2,1,2,1,1,0,2,0,0,0,1,0,0,1
10971,890a9a35e8fffff,0,0,0,0,46,0,46,0,0,46,0,0,46,0,0,0,0
10972,891104813c3ffff,0,0,3,1,0,2,2,0,1,3,0,1,1,0,1,0,0
10973,891106058cbffff,0,1,0,1,0,1,1,1,1,1,0,0,0,0,2,0,0
10974,8911062360fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10975,891106adc6fffff,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
10976,8911060c613ffff,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,1,0
10977,89110699b83ffff,0,0,1,5,8,12,2,5,2,12,0,0,11,0,3,0,0
10978,8911060d38bffff,31,60,66,459,90,307,427,195,99,334,61,0,366,28,47,86,105
10979,89113169b23ffff,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
10980,8921418b28fffff,0,0,1,1,0,2,0,2,0,1,0,0,0,2,0,0,0
10981,89110631a9bffff,0,3,0,0,0,1,2,1,0,3,0,0,0,0,2,0,0
10982,8910f1acd33ffff,7,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0
10983,8911060ec2bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10984,891181b0e0bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10985,89118d2c143ffff,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10986,89110600d2fffff,0,0,1,20,9,20,10,26,4,22,0,0,4,5,0,4,15
10987,8911061296fffff,0,3,5,32,6,34,13,7,4,18,2,1,30,5,6,3,0
10988,8910d3a1b63ffff,0,0,2,0,0,2,0,2,2,2,0,0,0,2,0,0,0
10989,891104b1c47ffff,0,2,0,52,0,35,32,4,1,46,12,0,26,2,6,4,13
10990,89110607293ffff,0,34,184,110,26,187,171,127,108,202,18,53,50,42,101,112,2
10991,89118136e53ffff,0,0,0,2,1,2,1,2,0,2,0,0,2,0,0,0,0
10992,891106189afffff,1,3,5,74,10,57,73,26,13,38,4,0,65,5,6,2,8
10993,89110600d0bffff,5,66,193,200,46,258,269,199,33,246,1,7,150,98,70,42,77
10994,8925411b397ffff,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
10995,891132bb513ffff,0,1,2,19,0,25,0,19,3,22,2,0,1,0,0,4,0
10996,89110631c53ffff,0,4,1,3,0,6,3,5,0,8,1,0,4,1,1,1,1
10997,8911a2dae67ffff,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
10998,89110601137ffff,0,13,22,23,3,55,26,42,23,37,14,17,19,6,11,13,1
10999,891106cda77ffff,0,1,0,16,5,9,15,1,0,7,0,0,6,2,0,0,2
11000,892d560259bffff,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0
11001,8911a8c7037ffff,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0
11002,89110600adbffff,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
11003,89118cd1613ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
11004,8911321b503ffff,0,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0
11005,8911046f293ffff,0,0,1,4,0,2,3,1,0,4,0,0,3,0,2,0,0
11006,8911060645bffff,0,35,73,121,62,175,121,135,55,195,3,3,125,38,48,16,33
11007,891106a8acbffff,0,0,1,0,2,1,2,2,0,3,1,0,2,0,0,1,0
11008,8911062edd3ffff,0,13,14,29,4,57,6,31,7,38,0,0,14,21,8,3,15
11009,8911aa602abffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
11010,8911060501bffff,0,24,24,105,7,101,99,53,2,98,16,0,83,57,17,6,3
11011,89110620a27ffff,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
11012,891106a8a8bffff,1,25,415,569,129,447,769,500,339,444,140,0,302,326,140,209,77
11013,89110610d23ffff,0,0,3,5,15,7,16,3,1,5,0,0,18,0,3,1,0
11014,89110470e87ffff,0,7,8,24,3,53,18,47,6,39,1,0,18,12,0,6,6
11015,89110615897ffff,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0
11016,8911048126bffff,0,0,5,16,10,18,13,11,0,7,0,0,16,5,0,10,0
11017,89119892427ffff,0,0,0,4,0,0,4,4,4,4,0,0,0,0,4,0,0
11018,89110605883ffff,0,48,155,308,122,409,256,182,107,311,2,1,246,116,10,95,57
11019,8911062208bffff,1,0,11,65,21,71,27,60,26,21,0,26,31,1,14,13,27
11020,891106a86dbffff,1,1,3,1,0,2,4,3,1,3,1,0,3,2,0,1,0
11021,891106045c3ffff,0,0,3,9,0,2,10,1,1,11,1,1,2,0,0,0,10
11022,8911aa7a847ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
11023,8911ae743a3ffff,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
11024,891106a9c27ffff,0,9,2,7,0,9,9,11,9,5,1,0,16,0,0,1,1
11025,891181b6607ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11026,892d568ee6bffff,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,0
11027,8910f132e27ffff,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
11028,89113321563ffff,0,0,3,10,2,14,1,4,0,13,0,0,2,2,4,0,0
11029,891104250bbffff,0,3,36,67,65,44,127,38,3,88,3,0,71,8,2,6,23
11030,89110e06083ffff,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
11031,89110604cdbffff,0,5,94,204,50,91,264,142,28,154,78,0,167,39,17,51,42
11032,8911aa4d54fffff,0,0,47,0,0,47,0,0,0,47,0,0,0,0,0,47,0
11033,891104288cbffff,0,5,11,55,2,34,39,41,33,62,0,0,30,28,13,1,0
11034,8911aa7a83bffff,0,0,2,4,0,6,0,5,3,1,0,0,1,0,0,0,3
11035,8911aa70313ffff,0,0,0,2,0,2,1,0,0,1,0,0,3,0,0,0,0
11036,89110232b0bffff,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
11037,8911060508bffff,0,0,3,6,2,5,7,2,1,8,0,0,7,3,0,0,0
11038,89110600973ffff,0,1,1,7,2,6,5,5,0,10,0,0,9,0,1,1,0
11039,89110605377ffff,0,0,0,0,2,1,2,0,0,1,0,0,2,1,0,0,0
11040,890a91cae17ffff,0,0,8,3,0,8,3,0,0,11,0,0,0,0,8,0,0
11041,890bb034453ffff,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0
11042,89110e06467ffff,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
